event_type,event_cause,latitude,longitude,corridor,zone,police_station,junction,priority,requires_road_closure,vehicle_type,start_datetime,end_datetime
Vehicle Breakdown,Breakdown,12.9713826,77.618886,Old Madras Road,Central Zone,Halasur Traffic PS,TrinityCircle,High,False,Bus,2024-01-14 19:38:18,2024-01-14 20:03:34
Vehicle Breakdown,Breakdown,13.034211,77.530813,Tumkur Road,West Zone,Yeshwanthpura Traffic PS,SRS Peenya Junc,High,False,Bus,2024-01-15 04:17:38,2024-01-15 04:52:35
Other,Other,12.9644485,77.5779244,Mysore Road,Central Zone,City Market Traffic PS,K R MarketJunction,High,False,None,2024-01-15 04:50:21,2024-01-15 05:23:49
Vehicle Breakdown,Breakdown,13.0397392,77.5189559,Tumkur Road,West Zone,Peenya Traffic PS,JalahalliCross(SM Circle),High,False,Car,2024-01-15 04:55:32,2024-01-15 05:25:08
Vehicle Breakdown,Breakdown,12.9230765,77.6190813,Hosur Road,South Zone,Madiwala Traffic PS,AyyappaTempleJunc,High,False,Bus,2024-01-15 10:53:20,2024-01-15 11:12:08
Vehicle Breakdown,Breakdown,12.93934584,77.69560186,ORR East 1,East Zone,HAL Old Airport Traffic PS,Kadubeesanahalli-ORR Junc,High,False,Truck,2024-01-15 17:57:20,2024-01-15 18:40:59
Vehicle Breakdown,Breakdown,13.0215594,77.5519261,Tumkur Road,West Zone,Yeshwanthpura Traffic PS,TumkurRdMarappanapalyaJunc,High,False,LCV,2024-01-15 19:20:21,2024-01-15 20:15:40
Vehicle Breakdown,Breakdown,12.979,77.640885,IRR(Thanisandra road),Central Zone,Jeevanbheemanagar Traffic PS,BM ShriJunc(CMH-100FtRd)Junc,Critical,True,Bus,2024-01-15 20:02:18,2024-01-15 20:53:32
Other,Other,12.9345638,77.6098387,Hosur Road,South Zone,Madiwala Traffic PS,Marigowda-TavarkereRdJunc,High,False,None,2024-01-15 20:21:30,2024-01-15 21:58:37
Vehicle Breakdown,Breakdown,12.9692182,77.5856419,Mysore Road,Central Zone,Halasuru Gate Traffic PS,PoliceCornerJunc,High,False,Bus,2024-01-15 21:46:44,2024-01-15 22:22:10
Vehicle Breakdown,Breakdown,12.9843247,77.6416501,Old Madras Road,Central Zone,Jeevanbheemanagar Traffic PS,OldMadrasRd-Indranagar100ftRdJunc,High,False,Other,2024-01-15 21:46:50,2024-01-15 22:16:45
Vehicle Breakdown,Breakdown,12.9279614,77.5463918,ORR West 1,West Zone,Banashankari Traffic PS,ItmaduJunction,High,False,Bus,2024-01-16 00:46:10,2024-01-16 01:29:30
Vehicle Breakdown,Breakdown,12.9528155,77.5408666,Mysore Road,West Zone,Byatarayanapura Traffic PS,SatteliteBusStandJunc,High,False,LCV,2024-01-16 01:10:53,2024-01-16 01:58:22
Vehicle Breakdown,Breakdown,13.0143986,77.5836611,Bellary Road 1,West Zone,Sadashivanagar Traffic PS,MekhriCircle,High,False,Truck,2024-01-16 04:12:36,2024-01-16 04:49:09
Vehicle Breakdown,Breakdown,12.9661307,77.5869643,Mysore Road,Central Zone,Halasuru Gate Traffic PS,N R SquareJunc,High,False,Bus,2024-01-16 04:22:38,2024-01-16 05:11:57
Vehicle Breakdown,Breakdown,12.9073043,77.6008947,Bannerghata Road,South Zone,Mico Layout Traffic PS,J D MaraJunc,High,False,Bus,2024-01-16 04:35:41,2024-01-16 04:56:40
Vehicle Breakdown,Breakdown,12.9728201,77.5386984,West of Chord Road,West Zone,Vijayanagara Traffic PS,VijayanagarBusStandJunction,High,False,Truck,2024-01-16 04:34:18,2024-01-16 05:05:00
Road Repair,Construction,13.0948944,77.597465,Bellary Road 2,North Zone,Yelahanka Traffic PS,YelhankaCircle,High,False,None,2024-01-16 04:40:51,2024-01-15 17:40:46
Vehicle Breakdown,Breakdown,12.8890467,77.6399533,Hosur Road,South Zone,Electronic City Traffic PS,Kudlu Gate Junc,High,False,Truck,2024-01-16 04:46:05,2024-01-16 06:37:57
Vehicle Breakdown,Breakdown,12.9690984,77.6064801,Mysore Road,Central Zone,Ashok Nagar Traffic PS,OldPoliceStation-Ashoknagar,High,False,LCV,2024-01-16 05:05:07,2024-01-16 05:13:15
Vehicle Breakdown,Breakdown,13.0174584,77.5598518,Tumkur Road,West Zone,Yeshwanthpura Traffic PS,MS RamaiahJunc(TollGate),High,False,LCV,2024-01-16 06:25:42,2024-01-16 06:53:10
Vehicle Breakdown,Breakdown,13.1067233,77.6021533,Bellary Road 2,North Zone,Yelahanka Traffic PS,KogilluCrossJunc,High,False,Truck,2024-01-16 18:54:46,2024-01-16 19:05:24
Road Repair,Construction,12.9055399,77.5856482,ORR West 1,South Zone,J.P. Nagar Traffic PS,JP Nagar 15th cross junction,High,False,None,2024-01-16 19:23:06,2024-01-16 19:41:46
Vehicle Breakdown,Breakdown,12.9816033,77.5943385,CBD 2,Central Zone,Cubbon Park Traffic PS,PoliceTimmaiahCircle(GPO),High,False,LCV,2024-01-16 19:36:44,2024-01-16 20:48:54
Vehicle Breakdown,Breakdown,12.9841502,77.6414011,Old Madras Road,Central Zone,Jeevanbheemanagar Traffic PS,OldMadrasRd-Indranagar100ftRdJunc,High,False,Bus,2024-01-16 20:09:14,2024-01-16 20:15:45
Vehicle Breakdown,Breakdown,13.1070291,77.6032321,Bellary Road 2,North Zone,Yelahanka Traffic PS,KogilluCrossJunc,High,False,Truck,2024-01-16 21:09:29,2024-01-16 21:47:43
Vehicle Breakdown,Breakdown,13.1065122,77.6008683,Bellary Road 2,North Zone,Yelahanka Traffic PS,KogilluCrossJunc,High,False,Car,2024-01-16 21:36:36,2024-01-16 22:06:22
Vehicle Breakdown,Breakdown,13.0177789,77.5556665,Tumkur Road,West Zone,Sadashivanagar Traffic PS,YeshwanthpuraCircle,Low,False,Bus,2024-01-16 21:37:36,2024-01-16 23:36:43
Vehicle Breakdown,Breakdown,13.0178084,77.5556622,Tumkur Road,West Zone,R.T. Nagar Traffic PS,YeshwanthpuraCircle,Low,False,Bus,2024-01-16 21:40:11,2024-01-16 23:36:57
Vehicle Breakdown,Breakdown,12.9169728,77.5888751,Other Corridor,South Zone,Jayanagara Traffic PS,MarenahalliRd-18thMainRdJunc,Low,False,Other,2024-01-16 22:10:52,2024-01-16 22:31:12
Vehicle Breakdown,Breakdown,12.9630478,77.5957383,Mysore Road,Central Zone,Halasuru Gate Traffic PS,BloodBankCircle,High,False,LCV,2024-01-16 23:50:43,2024-01-17 00:18:43
Vehicle Breakdown,Breakdown,12.9637451,77.5962145,Mysore Road,Central Zone,Halasuru Gate Traffic PS,Richmond circle jn,High,False,Other,2024-01-17 00:20:33,2024-01-17 00:36:42
Vehicle Breakdown,Breakdown,12.9802472,77.5705285,Other Corridor,Central Zone,Chamarajpet Traffic PS,KhodaysCircle(DV UrsCircle),Low,False,Bus,2024-01-17 01:22:14,2024-01-17 01:28:00
Vehicle Breakdown,Breakdown,12.9455688,77.5285683,ORR West 1,West Zone,Byatarayanapura Traffic PS,MysoreRd-RingRdJunc(Nayandanahallii),High,False,Bus,2024-01-17 03:54:23,2024-01-17 05:34:41
Vehicle Breakdown,Breakdown,12.9715452,77.6063927,Mysore Road,Central Zone,Ashok Nagar Traffic PS,OperaHouseJunc,High,False,Car,2024-01-17 05:15:27,2024-01-17 06:12:31
Vehicle Breakdown,Breakdown,12.9659948,77.5953968,Mysore Road,Central Zone,Halasuru Gate Traffic PS,Richmond circle jn,Critical,True,Bus,2024-01-17 05:21:25,2024-01-17 06:23:52
Road Repair,Potholes,12.9172415,77.5872582,Other Corridor,South Zone,Jayanagara Traffic PS,Arbindo Circle,Low,False,None,2024-01-17 21:10:05,2024-01-18 17:51:14
Vehicle Breakdown,Breakdown,12.9354858,77.5127681,Mysore Road,West Zone,Jnanabharathi Traffic PS,UniversityJunc(Janabharti),High,False,Car,2024-01-17 21:44:23,2024-01-17 22:02:47
Vehicle Breakdown,Breakdown,13.0173714,77.5568976,Tumkur Road,West Zone,Yeshwanthpura Traffic PS,YeshwanthpuraCircle,High,False,LCV,2024-01-17 22:20:04,2024-01-17 22:49:51
Vehicle Breakdown,Breakdown,12.9662418,77.5358195,West of Chord Road,West Zone,Vijayanagara Traffic PS,5thMainRPC Layout-Vijayanagar,High,False,Bus,2024-01-17 22:39:19,2024-01-17 22:46:55
Vehicle Breakdown,Breakdown,12.9832155,77.6380321,Old Madras Road,Central Zone,Jeevanbheemanagar Traffic PS,OldMadrasRd-DoubleRdJunc,High,False,Truck,2024-01-17 23:37:31,2024-01-17 23:57:47
Other,Other,13.0144042,77.5837607,Bellary Road 1,West Zone,Sadashivanagar Traffic PS,MekhriCircle,High,False,None,2024-01-18 01:29:04,2024-01-18 08:15:24
Vehicle Breakdown,Breakdown,12.925105,77.5502927,ORR West 1,West Zone,Banashankari Traffic PS,KatriguppeJunction,High,False,Car,2024-01-18 03:23:44,2024-01-18 03:33:19
Vehicle Breakdown,Breakdown,12.9206912,77.5858801,Other Corridor,South Zone,Jayanagara Traffic PS,Arbindo Circle,Low,False,LCV,2024-01-18 04:25:04,2024-01-18 04:50:47
Other,Other,13.0145981,77.572572,Other Corridor,West Zone,Sadashivanagar Traffic PS,SadashivnagarJunc,Low,False,None,2024-01-18 08:48:10,2024-01-18 18:46:34
Vehicle Breakdown,Breakdown,12.975131,77.6254972,Old Madras Road,Central Zone,Halasur Traffic PS,RamaiahCircle-UlsoorPoliceStation,High,False,Bus,2024-01-18 19:19:34,2024-01-18 20:12:38
Vehicle Breakdown,Breakdown,12.9831921,77.5954917,CBD 2,Central Zone,Cubbon Park Traffic PS,CoffeeBoardJunc,High,False,Other,2024-01-18 19:47:38,2024-01-18 20:41:31
Vehicle Breakdown,Breakdown,12.9207974,77.620239,Hosur Road,South Zone,Madiwala Traffic PS,AyyappaTempleJunc,High,False,Bus,2024-01-18 20:18:36,2024-01-18 20:28:08
Vehicle Breakdown,Breakdown,12.9320111,77.6870396,ORR East 1,East Zone,HAL Old Airport Traffic PS,Deverabeesanahalli-ORR Junc,High,False,Bus,2024-01-18 21:05:09,2024-01-18 21:29:40
Vehicle Breakdown,Breakdown,12.9417283,77.6969315,ORR East 1,East Zone,HAL Old Airport Traffic PS,Kadubeesanahalli-ORR Junc,High,False,LCV,2024-01-18 21:32:15,2024-01-18 22:55:41
Vehicle Breakdown,Breakdown,12.9517271,77.5906713,Other Corridor,Central Zone,Wilson Garden Traffic PS,K H Road-SiddaiahRdJunc(BMTC-BigBazaar),Low,False,Bus,2024-01-18 21:37:42,2024-01-18 22:44:23
Vehicle Breakdown,Breakdown,12.957911,77.5535752,Mysore Road,Central Zone,Chamarajpet Traffic PS,toll gate mysore road,High,False,LCV,2024-01-18 22:27:32,2024-01-18 22:51:08
Vehicle Breakdown,Breakdown,12.9822816,77.6033728,Other Corridor,Central Zone,Shivajinagar Traffic PS,Shivajinagar(BRV)Junction,Low,False,Bus,2024-01-18 22:56:53,2024-01-18 23:23:09
Vehicle Breakdown,Breakdown,12.95568042,77.71708396,Varthur Road,East Zone,Whitefield Traffic PS,KundanahalliGateJunc,High,False,Other,2024-01-18 23:16:33,2024-01-19 00:07:21
Other,Other,13.0159043,77.5560086,Tumkur Road,West Zone,Yeshwanthpura Traffic PS,YeshwanthpuraCircle,High,False,None,2024-01-19 02:34:29,2024-01-19 03:56:17
Other,Other,12.9889632,77.5078726,Magadi Road,West Zone,Kamakshipalya Traffic PS,Srigandakaval,High,False,None,2024-01-19 05:16:47,2024-01-19 07:40:28
Vehicle Breakdown,Breakdown,12.9012383,77.6011728,Bannerghata Road,South Zone,Mico Layout Traffic PS,BilekahalliJunc,High,False,Auto-Rickshaw,2024-01-19 05:29:31,2024-01-19 05:51:42
Vehicle Breakdown,Breakdown,12.9616049,77.634685,Other Corridor,Central Zone,Halasur Traffic PS,DomlurWaterTank,Low,False,Bus,2024-01-19 07:07:04,2024-01-19 08:32:22
Vehicle Breakdown,Breakdown,12.9843622,77.582986,Other Corridor,Central Zone,High ground Traffic PS,"Trilight Circle,Race course Road",Medium,True,Bus,2024-01-19 07:47:04,2024-01-19 08:50:25
Vehicle Breakdown,Breakdown,12.966903,77.5881871,Mysore Road,Central Zone,Halasuru Gate Traffic PS,UlsoorGateJunc,High,False,Bus,2024-01-19 07:52:31,2024-01-19 09:33:50
Road Repair,Construction,13.0146761,77.5727254,Other Corridor,Central Zone,Sadashivanagar Traffic PS,SadashivnagarJunc,Medium,True,None,2024-01-19 10:25:53,2024-01-20 03:25:46
Other,Other,13.0085327,77.6939696,Other Corridor,Whitefield Zone,K.R. Pura Traffic PS,Devasandra(k r puram),Low,False,None,2024-01-19 18:55:29,2024-01-19 19:10:40
Vehicle Breakdown,Breakdown,13.0018933,77.6121539,Other Corridor,Central Zone,Pulikeshinagar(F.Town) Traffic PS,PotteryCircle,Low,False,Other,2024-01-19 20:33:56,2024-01-19 21:20:33
Vehicle Breakdown,Breakdown,13.0394889,77.5190491,Tumkur Road,West Zone,Peenya Traffic PS,JalahalliCross(SM Circle),High,False,Bus,2024-01-19 21:08:58,2024-01-19 22:00:07
Vehicle Breakdown,Breakdown,13.0179008,77.5557282,Bellary Road 1,North Zone,Kodigehalli Traffic PS,YeshwanthpuraCircle,High,False,Bus,2024-01-19 21:32:04,2024-01-19 22:11:10
Other,Other,12.9715278,77.610582,Old Madras Road,Whitefield Zone,Ashok Nagar Traffic PS,MayohallJunction,High,False,None,2024-01-19 22:25:06,2024-01-19 22:56:03
Vehicle Breakdown,Breakdown,12.9855167,77.5790983,Other Corridor,Central Zone,High ground Traffic PS,ShivandaCircle,Low,False,Bus,2024-01-20 00:24:09,2024-01-20 00:38:03
Vehicle Breakdown,Breakdown,12.9510582,77.591687,Other Corridor,Central Zone,Wilson Garden Traffic PS,K H Road-SiddaiahRdJunc(BMTC-BigBazaar),Low,False,Bus,2024-01-20 01:48:01,2024-01-20 02:29:04
Vehicle Breakdown,Breakdown,13.043915,77.5539417,ORR North 2,West Zone,Jalahalli Traffic PS,BEL Circle,High,False,LCV,2024-01-20 05:01:36,2024-01-20 05:26:18
Vehicle Breakdown,Breakdown,12.9059817,77.5857267,ORR West 1,West Zone,J.P. Nagar Traffic PS,JP Nagar 15th cross junction,High,False,Bus,2024-01-20 05:55:31,2024-01-20 08:23:21
Vehicle Breakdown,Breakdown,12.9882249,77.5115769,Magadi Road,West Zone,Kamakshipalya Traffic PS,Srigandakaval,High,False,Other,2024-01-20 06:40:54,2024-01-20 06:55:07
Other,Tree Fall,12.9812462,77.5644881,Other Corridor,Central Zone,Magadi Road Traffic PS,KarnatakaBhavanJunction,Low,False,None,2024-01-20 07:11:27,2024-01-20 08:14:39
Vehicle Breakdown,Breakdown,12.8903898,77.5640013,Other Corridor,Central Zone,K.S. Layout Traffic PS,KonanakunteJunction(KanakapurarRd),Low,False,Bus,2024-01-20 07:10:29,2024-01-20 09:27:21
Road Repair,Construction,13.0181117,77.6577133,ORR North 1,Whitefield Zone,Banaswadi Traffic PS,HoramavuJunction,High,False,None,2024-01-20 12:56:52,2024-01-20 19:55:35
Road Repair,Construction,13.01775,77.6591433,ORR North 1,Whitefield Zone,Banaswadi Traffic PS,HoramavuJunction,High,False,None,2024-01-20 12:59:05,2024-01-20 19:55:32
Road Repair,Construction,13.0169017,77.660785,ORR North 1,Whitefield Zone,Banaswadi Traffic PS,RamamurthyNagarJunction,High,False,None,2024-01-20 13:05:24,2024-01-20 19:55:29
Vehicle Breakdown,Breakdown,12.984708,77.5747886,Other Corridor,Central Zone,Sheshadripuram Traffic PS,KrishnaFlourMill,Medium,True,None,2024-01-20 19:07:51,2024-01-20 20:24:24
Vehicle Breakdown,Breakdown,13.0146372,77.5714966,Other Corridor,Central Zone,Sadashivanagar Traffic PS,SadashivnagarJunc,Low,False,Other,2024-01-20 19:31:57,2024-01-20 19:42:08
Vehicle Breakdown,Breakdown,12.9662518,77.609077,Mysore Road,Central Zone,Ashok Nagar Traffic PS,MotherTeressaCircle,High,False,Bus,2024-01-20 20:47:51,2024-01-20 21:51:48
Vehicle Breakdown,Breakdown,12.9755387,77.553167,Magadi Road,Central Zone,Magadi Road Traffic PS,PrasannaJunction,High,False,Truck,2024-01-21 03:37:39,2024-01-21 04:22:03
Vehicle Breakdown,Breakdown,12.9595869,77.5559132,Mysore Road,Central Zone,Chamarajpet Traffic PS,BangaloreBodyBuildersJunc,High,False,Bus,2024-01-21 08:16:33,2024-01-21 08:48:53
Vehicle Breakdown,Breakdown,12.9489449,77.5358988,Mysore Road,Central Zone,Byatarayanapura Traffic PS,KIMCO Junction,High,False,Bus,2024-01-21 08:19:11,2024-01-21 08:53:27
Vehicle Breakdown,Breakdown,12.9385767,77.63319,IRR(Thanisandra road),Central Zone,Ashok Nagar Traffic PS,Srinivagilu(Ejipura)Junc,High,False,None,2024-01-21 19:33:19,2024-01-21 19:50:16
Vehicle Breakdown,Breakdown,13.0447302,77.5082877,Tumkur Road,West Zone,Peenya Traffic PS,HesaraghattaJunction,High,False,Car,2024-01-22 01:25:39,2024-01-22 01:52:31
Vehicle Breakdown,Breakdown,12.9861854,77.6480642,Old Madras Road,Whitefield Zone,Jeevanbheemanagar Traffic PS,OldMadrasRd-NGEF Junc,High,False,LCV,2024-01-22 18:51:32,2024-01-22 19:29:23
Vehicle Breakdown,Breakdown,12.942664,77.6225558,Other Corridor,Central Zone,Adugodi Traffic PS,NGV RearGateJunc,Low,False,Other,2024-01-22 19:50:45,2024-01-22 21:11:46
Other,Other,12.9772805,77.6086333,Old Madras Road,Whitefield Zone,Shivajinagar Traffic PS,KamrajRdJunction,High,False,None,2024-01-22 20:23:47,2024-01-22 22:12:16
Other,Other,12.972125,77.6075283,Old Madras Road,Whitefield Zone,Ashok Nagar Traffic PS,OperaHouseJunc,High,False,None,2024-01-22 21:50:19,2024-01-22 23:20:57
Other,Tree Fall,12.9925918,77.5919329,Other Corridor,Central Zone,High ground Traffic PS,ChandrikaJunction,Medium,True,None,2024-01-22 22:17:43,2024-01-22 23:24:24
Vehicle Breakdown,Breakdown,12.9676952,77.6113708,Other Corridor,Central Zone,Ashok Nagar Traffic PS,D'SouzaCircle,Low,False,Car,2024-01-22 22:36:20,2024-01-22 23:56:53
Vehicle Breakdown,Breakdown,13.034067,77.5305385,Tumkur Road,West Zone,Yeshwanthpura Traffic PS,SRS Peenya Junc,High,False,Bus,2024-01-23 01:11:44,2024-01-23 01:30:43
Vehicle Breakdown,Breakdown,13.094683,77.5974166,Bellary Road 2,North Zone,Yelahanka Traffic PS,YelhankaCircle,High,False,Truck,2024-01-23 02:07:37,2024-01-23 02:28:17
Vehicle Breakdown,Breakdown,12.9551061,77.5452828,Mysore Road,Central Zone,Byatarayanapura Traffic PS,SatteliteBusStandJunc,High,False,Truck,2024-01-23 03:21:16,2024-01-23 03:38:21
Vehicle Breakdown,Breakdown,13.0160378,77.5835681,Bellary Road 1,Central Zone,Sadashivanagar Traffic PS,MekhriCircle,High,False,LCV,2024-01-23 06:07:17,2024-01-23 06:32:35
Vehicle Breakdown,Breakdown,12.9192396,77.621872,ORR East 1,South-East Zone,Madiwala Traffic PS,SilkBoardJunc,High,False,Bus,2024-01-23 08:35:30,2024-01-23 08:56:52
Vehicle Breakdown,Breakdown,12.9756461,77.5746624,Other Corridor,Central Zone,Upparpet Traffic PS,EliteJunc,Low,False,Bus,2024-01-23 19:23:06,2024-01-23 19:57:23
Road Repair,Road Conditions,12.9283193,77.6213334,IRR(Thanisandra road),Central Zone,Adugodi Traffic PS,KoramangalaWaterTankJunc,High,False,None,2024-01-23 19:28:43,2024-01-23 23:15:02
Vehicle Breakdown,Breakdown,12.9285748,77.5861157,Other Corridor,Central Zone,Jayanagara Traffic PS,Geeta Circle,Low,False,Bus,2024-01-23 19:34:53,2024-01-23 20:45:08
Vehicle Breakdown,Breakdown,12.9532474,77.5418394,Mysore Road,Central Zone,Byatarayanapura Traffic PS,SatteliteBusStandJunc,High,False,Car,2024-01-23 20:24:27,2024-01-23 20:34:10
Vehicle Breakdown,Breakdown,12.9516686,77.5369989,Mysore Road,Central Zone,Chamarajpet Traffic PS,KIMCO Junction,High,False,Bus,2024-01-23 20:44:38,2024-01-23 22:59:30
Vehicle Breakdown,Breakdown,12.9280908,77.5972749,Bannerghata Road,Central Zone,Jayanagara Traffic PS,SwagathMainRd-EastEndRdJunc,High,False,LCV,2024-01-23 20:46:11,2024-01-23 21:17:14
Vehicle Breakdown,Breakdown,12.9824849,77.5679961,Other Corridor,Central Zone,Sheshadripuram Traffic PS,RRR(Okalipuram)Junction,Low,False,Bus,2024-01-23 21:15:30,2024-01-23 21:29:40
Vehicle Breakdown,Breakdown,12.9713356,77.5868435,Other Corridor,Central Zone,Halasuru Gate Traffic PS,PoliceCornerJunc,Medium,True,Bus,2024-01-23 21:25:58,2024-01-23 21:37:22
Vehicle Breakdown,Breakdown,12.9456318,77.6025367,Other Corridor,Central Zone,Adugodi Traffic PS,MICO Bande,Low,False,Other,2024-01-23 22:14:23,2024-01-23 22:49:59
Other,Other,12.9478318,77.5345213,Mysore Road,Central Zone,Byatarayanapura Traffic PS,KIMCO Junction,High,False,None,2024-01-24 04:59:12,2024-01-24 07:01:12
Vehicle Breakdown,Breakdown,12.9494317,77.5367908,Mysore Road,Central Zone,Byatarayanapura Traffic PS,KIMCO Junction,High,False,Bus,2024-01-24 00:11:28,2024-01-24 00:47:42
Vehicle Breakdown,Breakdown,13.0142707,77.5837176,Bellary Road 1,Central Zone,Sadashivanagar Traffic PS,MekhriCircle,High,False,Other,2024-01-24 02:59:52,2024-01-24 05:33:09
Vehicle Breakdown,Breakdown,13.1237757,77.6133367,Bellary Road 2,North Zone,Yelahanka Traffic PS,BagalurCrossJunc,High,False,Truck,2024-01-24 03:55:56,2024-01-24 04:17:49
Vehicle Breakdown,Breakdown,12.9809718,77.5876651,Other Corridor,Central Zone,Cubbon Park Traffic PS,CID-CarltonHouseJunc,Low,False,Bus,2024-01-24 05:25:53,2024-01-24 06:42:22
Waterlogging,Waterlogging,13.1067934,77.6016224,Bellary Road 2,North Zone,Yelahanka Traffic PS,KogilluCrossJunc,High,False,None,2024-01-24 05:42:25,2024-01-24 09:53:57
Waterlogging,Waterlogging,12.921083,77.6628039,ORR East 1,South-East Zone,Bellandur Traffic PS,IbblurJunction',High,False,None,2024-01-24 08:02:10,2024-01-25 06:56:04
Vehicle Breakdown,Breakdown,12.9522652,77.5408315,Mysore Road,Central Zone,Byatarayanapura Traffic PS,KIMCO Junction,High,False,Bus,2024-01-24 19:17:27,2024-01-24 19:23:32
Road Repair,Road Conditions,12.9868819,77.519886,Magadi Road,West Zone,Kamakshipalya Traffic PS,Sumanhalli,High,False,None,2024-01-24 21:18:32,2024-01-24 21:24:00
Vehicle Breakdown,Breakdown,12.9508961,77.5372969,West of Chord Road,Central Zone,Byatarayanapura Traffic PS,KIMCO Junction,High,False,Other,2024-01-24 21:28:58,2024-01-24 21:51:48
Vehicle Breakdown,Breakdown,12.9329128,77.6880888,ORR East 1,Whitefield Zone,HAL Old Airport Traffic PS,Deverabeesanahalli-ORR Junc,High,False,LCV,2024-01-25 01:38:46,2024-01-25 02:03:51
Road Repair,Construction,13.0832903,77.5936325,Bellary Road 2,North Zone,Yelahanka Traffic PS,YelhankaBypass,High,False,None,2024-01-25 02:52:42,2024-01-25 03:21:37
Vehicle Breakdown,Breakdown,12.9614028,77.6361141,Other Corridor,Central Zone,Halasur Traffic PS,DomlurWaterTank,Low,False,Bus,2024-01-25 03:59:04,2024-01-25 04:32:16
Vehicle Breakdown,Breakdown,12.9577279,77.6059965,Hosur Road,South Zone,Ashok Nagar Traffic PS,CMP GateJunc,High,False,Bus,2024-01-25 04:16:16,2024-01-25 04:26:26
Vehicle Breakdown,Breakdown,13.0945429,77.6006646,Bellary Road 2,North Zone,Yelahanka Traffic PS,SantheCircle,High,False,Other,2024-01-25 04:29:29,2024-01-25 04:52:37
Vehicle Breakdown,Breakdown,12.9675056,77.5885402,Mysore Road,Central Zone,Halasuru Gate Traffic PS,HudsonCircle,High,False,Bus,2024-01-25 04:47:05,2024-01-25 04:58:40
Vehicle Breakdown,Breakdown,13.0346653,77.5296648,Tumkur Road,West Zone,Peenya Traffic PS,SRS Peenya Junc,High,False,Bus,2024-01-25 04:48:44,2024-01-25 05:43:02
Vehicle Breakdown,Breakdown,12.9738692,77.5794406,Other Corridor,Central Zone,Upparpet Traffic PS,SagarTheatreJunc,Low,False,Other,2024-01-25 05:51:47,2024-01-25 06:45:09
